Marca.temporal;genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa
2020-10-01T13:20:41Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;20;Nacional;1;Responsable;Full time;Generalista;0;1;4;10;95000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Combustible, Home office;Un sueldo;2 ajustes;35;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;NA;20000;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA
2020-10-01T13:20:55Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Construcción;200;Nacional;5;Analista;Full time;Administración de personal;0;2;3;5;60000;No tengo beneficios adicionales, Comedor / Almuerzos;No recibo bono;No tuve ajustes;15;Febrero;Si, en proyectos ad honorem;Tango;Recursos Humanos;Si, está permitido;No;0.3;500;3;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3
2020-10-01T13:26:25Z;Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Construcción;80;Nacional;1;Responsable;Full time;Administración de personal;0;3;3;2;50000;No tengo beneficios adicionales;Un sueldo;1 solo;10;Junio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.6;1600;3;Sí, activamente;Horarios flexibles;Eslabon;Porque no estoy casada;No;No estoy trabajando en home office;3
2020-10-01T13:44:16Z;Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de correos, y de telecomunicaciones;400;Nacional;6;Responsable;Full time;Payroll / Liquidación de sueldos;2;9;4;13;120000;Medicina prepaga / Plan de salud, Gimnasio, Frutas y snacks, Abono de celular, Préstamos, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;2 ajustes;14;Julio;No;Pectra;Recursos Humanos;Si, está permitido;No;0;834;4;Sí, activamente;Mas dias home;colaboración;como te ves de acá a 5 años.;Si;No me enviaron ni reintegraron nada;3
2020-10-01T13:47:37Z;Masculino;No;27;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;400;Nacional;4;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;5;55000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;8;Febrero;No;Bejerman;Oficina de Personal;Si, está permitido;No;0;4000;3;No,  pero escucho ofertas;Clases de inglés y descuentos en universidades y centros de capacitación.;Mejorar;No recuerdo ninguna fuera de lugar;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2
2020-10-01T13:54:36Z;Masculino;Si;35;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Construcción;600;Nacional;5;Analista;Full time;Administración de personal;0;1;1;15;75000;Comedor / Almuerzos;No recibo bono;1 solo;12;Abril;No;Tango;Recursos Humanos;Si, está permitido;No;0;2500;4;No,  pero escucho ofertas;NA;NA;NA;No;No estoy trabajando en home office;5
2020-10-01T13:59:46Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";60000;Multinacional;2500;Analista;Full time;Reclutamiento y selección;0;1;1;10;105000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Idiomas, Home office;Un sueldo;1 solo;26;Abril;No;Workday;Recursos Humanos;Si, está permitido;Si;0.9;7700;4;No,  pero escucho ofertas;Trabajo flexible, almuerzo;Area que gestiona carrera y vida laboral de las personas;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de internet;5
2020-10-01T14:02:40Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Otros;250;Nacional;2;Gerente;Full time;La mayoría de los nombrados con iguales condiciones de importancia y prioridad;1;3;3;12;140000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Gimnasio, Seguro de vida (adicionales a los de ley), Préstamos, Combustible, Reintegros en capacitación, Comedor / Almuerzos;Dos sueldos;3 o más ajustes;35;Septiembre;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0.3;0;5;No estoy buscando cambiar;Son excelentes todos los que tengo;Empatía;Le pedí que me venda una lapicera, (la persona no la había probado antes) la cual no funcionaba, se la devolví y le pedí reembolso jaja me sentí muy cruel;No;No estoy trabajando en home office;4
2020-10-01T14:17:58Z;Masculino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industrias químicas;460;Nacional;5;Responsable;Full time;Administración de personal;0;8;3;10;116000;No tengo beneficios adicionales;No recibo bono;2 ajustes;15;Agosto;No;Enlatado propio;Oficina de Personal;No, está prohibido;No;0;170;1;Sí, activamente;Flexibilidad horaria, comedor en planta, bono;Dinamismo;Si fueses un animal, cual serías?;No;No estoy trabajando en home office;1
2020-10-01T14:18:14Z;Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;250;Multinacional;8;Analista;Full time;Reclutamiento y selección;0;2;2;5;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Abono de internet, Home office;Dos sueldos;3 o más ajustes;23.7;Agosto;No;No tenemos sistema de gestión;Employee Services;Si, está permitido;Si;0.9;1298;4;No estoy buscando cambiar;Descuentos para Posgrados/Maestrias;Soporte;NA;Si;Computadora / Laptop, Abono de internet;4
2020-10-01T14:18:31Z;Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;400;Multinacional;8;Analista;Full time;Capacitación y Desarrollo + Bienestar + RSE;0;4;2;8;67000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Préstamos, Idiomas, Home office;No recibo bono;2 ajustes;22;Octubre;No;SAP / SuccessFactors;Peolple Operations & Development;Si, está permitido;No;0.3;4664;4;No estoy buscando cambiar;Traslado a la oficina, almuerzos o tarjetas para snacks, home office indefinido;Empatía;no recuerdo;Si;Computadora / Laptop;4
2020-10-01T14:25:06Z;Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";225;Multinacional;6;Administrativo;Full time;Administración de personal;0;2;2;5;65000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Enero;No;Workday;Recursos Humanos;Si, está permitido;Si;0.1;200;3;Sí, activamente;Vacaciones computadas por dia habil;Empatia;Consultar incisibamente sobre mi pareja;Si;Computadora / Laptop;4
2020-10-01T14:26:47Z;Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;San Juan;Relación de Dependencia;Construcción;322;Nacional;7;Jefe;Full time;Generalista;6;7;6;15;89800;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Reintegros en capacitación;No recibo bono;2 ajustes;39;Julio;No;Tango;Recursos Humanos;Si, está permitido;No;0;3000;3;Sí, activamente;Vaciones extendidas;Prestamos servicios integrales a toda la empresa;Si era argentino;No;No estoy trabajando en home office;4
2020-10-01T14:33:03Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;120;Nacional;3;Analista;Full time;Reclutamiento y selección;0;0;3;5;78000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Préstamos, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;Tres sueldos o más;3 o más ajustes;26;Julio;No;Tryton uno propio;Capital Humano;Si, está permitido;No;0.1;700;4;No estoy buscando cambiar;Pago de servicios;Pasion por las personas;NA;Si;Computadora / Laptop, Silla ergonómica;3
2020-10-01T14:33:11Z;Masculino;No;45;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;600;Nacional;5;Gerente;Full time;Generalista;4;0;0;15;250000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Seguro de vida (adicionales a los de ley), Préstamos, Combustible, Home office, Comedor / Almuerzos;No recibo bono;1 solo;15;Abril;No;isis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T14:40:20Z;Femenino;No;42;No tengo ninguna discapacidad;Universitario completo;Comunicación social;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;"Textiles; vestido; cuero; calzado";30;Nacional;1;Responsable;Part time;Generalista;0;17;17;17;32000;No tengo beneficios adicionales;No recibo bono;1 solo;5;Febrero;Si, en emprendimiento relacionado con RRHH;holistor;Recursos Humanos;No, está prohibido;No;0;300;2;Sí, activamente;NA;Empatia;NA;Si;No me enviaron ni reintegraron nada;1
2020-10-01T14:50:09Z;Femenino;No;40;No tengo ninguna discapacidad;Secundario completo;Administración de Empresas;Universidad Pública;Argentina;San Juan;Relación de Dependencia;Producción de metales básicos;100;Nacional;2;Analista;Full time;Administración de personal;0;0;0;11;35000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;NA;0;3;No,  pero escucho ofertas;Trabajar desde casa;Empatía;Porque estoy sola?;No;No estoy trabajando en home office;3
2020-10-01T14:50:52Z;Femenino;No;36;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Panamá;NA;Relación de Dependencia;Industrias químicas;175;Multinacional;5;HRBP;Full time;Administración de personal;2;1;1;10;3200;Medicina prepaga / Plan de salud, Horarios flexibles, Combustible, Home office, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Workday;Recursos Humanos;Si, está permitido;Si;0.3;2000;2;Sí, activamente;NA;Complejo;Tienes tatuajes?;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;3
2020-10-01T14:57:00Z;Masculino;No;43;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;San Juan;Relación de Dependencia;Servicios de consultoría;350;Multinacional;7;Gerente;Full time;Generalista;10;10;1;10;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Combustible, Home office;Un sueldo;2 ajustes;32;Agosto;No;Enlatado propio;Capital Humano;Si, está permitido;No;0.3;500;4;No,  pero escucho ofertas;porcentaje de ganancias;estretegico;de por que estaba en esa entrevista;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Silla ergonómica, Kit sanitizante, Abono de celular;4
2020-10-01T15:04:29Z;Femenino;No;41;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Argentina;San Juan;Relación de Dependencia;"Textiles; vestido; cuero; calzado";300;Multinacional;3;Responsable;Full time;Generalista;0;8;7;15;63000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Préstamos, Comedor / Almuerzos;No recibo bono;No tuve ajustes;13;Marzo;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T15:05:13Z;Femenino;No;33;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de consultoría;300;Multinacional;3;Analista;Full time;Generalista;70;5;5;5;650000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Home office;Menos de un sueldo;2 ajustes;45;Septiembre;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;NA;0;5;No,  pero escucho ofertas;Gym;Empatía;No recuerdo;NA;NA;NA
2020-10-01T15:07:27Z;Femenino;No;27;Obesidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;"Alimentación; bebidas; tabaco";57;Multinacional;1;Responsable;Full time;Generalista;0;1;1;4;73000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles;Dos sueldos;1 solo;14;Abril;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.2;0;3;No,  pero escucho ofertas;Vacaciones extendidas;Desafios;NA;No;No estoy trabajando en home office;2
2020-10-01T15:08:37Z;Femenino;No;30;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;"Textiles; vestido; cuero; calzado";300;Nacional;5;Jefe;Plazo Fijo;Generalista;4;2;2;5;5000;Horarios flexibles, Combustible, Reintegros en capacitación, Home office;Dos sueldos;No tuve ajustes;0;Abril;Si, en emprendimiento no relacionado con RRHH;Starsoft;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T15:09:59Z;Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;20;Nacional;13;Analista;Full time;Reclutamiento y selección;0;1;1;2;20900;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Diciembre;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.2;3000;3;Sí, activamente;Prepaga + horarios flex + inglés in company + capacitaciones;Personas;NA;Si;No me enviaron ni reintegraron nada;2
2020-10-01T15:11:23Z;Femenino;No;35;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Servicios profesionales;15;Nacional;2;Responsable;Part time;Reclutamiento y selección;0;0;0;1;34000;Horarios flexibles, Frutas y snacks, Reintegros en capacitación, Home office, Comedor / Almuerzos;No recibo bono;1 solo;10;Junio;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Talento Humano;Si, está permitido;Si;0.7;NA;5;No,  pero escucho ofertas;Estoy conforme;Enriquecedor;No tengo registro;Si;Computadora / Laptop;5
2020-10-01T15:13:02Z;Masculino;No;37;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Comercio;39;Multinacional;1;Jefe;Full time;Generalista;0;4;4;9;14400;Compra de cualquier producto de la empresa con 40% de descuento, regalo de un producto de la empresa mensualmente (de una lista específica);No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Capital Humano;No se suele tomar mate en este país;No;NA;3700;5;No estoy buscando cambiar;Bono por resultados;Equilibrio;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3
2020-10-01T15:14:21Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Otros;126;Multinacional;4;Analista;Full time;Administración de personal;0;3;3;9;59000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Idiomas, Home office;No recibo bono;1 solo;12;Julio;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;Si;0.1;1537;3;Sí, activamente;Horarios flexibles, reintegro por capacitaciones;Desafio;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Abono de celular;3
2020-10-01T15:21:30Z;Masculino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Servicios de correos, y de telecomunicaciones;5000;Nacional;90;HRBP;Full time;Generalista;0;4;1;7;81000;Medicina prepaga / Plan de salud, Abono de celular, Préstamos, Charter / Servicio de transporte;No recibo bono;2 ajustes;20;Septiembre;No;RH Pro;Gestión de Personas;Si, está permitido;No;0;850;3;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA
2020-10-01T15:22:18Z;Femenino;No;24;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios de correos, y de telecomunicaciones;80;Nacional;2;Analista;Full time;Administración de personal;0;2;2;2;38000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;0;Diciembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;200;4;Sí, activamente;Beneficios económicos, bonos, etc;Empatia;NA;NA;NA;NA
2020-10-01T15:23:16Z;Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;740;Nacional;6;Administrativo;Full time;Administración de personal;0;3;3;4;62600;Medicina prepaga / Plan de salud, Préstamos, Comedor / Almuerzos;No recibo bono;2 ajustes;13;Septiembre;No;Condor work de Oracle;Recursos Humanos;Si, está permitido;No;0;303;3;Sí, activamente;Home office, comedor/almuerzos, prepaga, bono, horarios flex;Personas;-;Si;No me enviaron ni reintegraron nada;2
2020-10-01T15:31:38Z;Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";125;Nacional;3;Jefe;Full time;Generalista;2;1;1;10;162000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Gimnasio, Frutas y snacks, Reintegros en capacitación, Home office;Dos sueldos;2 ajustes;40;Julio;No;No tenemos sistema de gestión;People Experience;Si, está permitido;No;0;5000;5;No estoy buscando cambiar;Flexibilidad. Vacaciones ilimitadas. Almuerzo pago;Servicio;No recuerdo;Si;Computadora / Laptop, Silla ergonómica;3
2020-10-01T15:33:09Z;Femenino;No;34;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Comercio;120;Multinacional;1;Responsable;Full time;Generalista;0;6;4;11;81000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Frutas y snacks, Comedor / Almuerzos;Dos sueldos;2 ajustes;15;Agosto;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;850;4;No,  pero escucho ofertas;Home office;Servicio;NA;No;No estoy trabajando en home office;5
2020-10-01T15:49:48Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;"Agricultura; plantaciones,otros sectores rurales";80;Nacional;1;Responsable;Full time;Generalista;0;4;4;4;51282;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;5;Marzo;Si, en proyectos ad honorem;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;115;3;Sí, activamente;Que se me escuche lo que propongo;ESCUCHA;NA;No;No estoy trabajando en home office;3
2020-10-01T15:51:06Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;500;Nacional;6;Analista;Full time;Generalista;0;1;1;9;90000;Medicina prepaga / Plan de salud, Frutas y snacks, Préstamos, Home office;No recibo bono;No tuve ajustes;0;NA;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;1200;3;No,  pero escucho ofertas;Comedor;Vertice;"Si tenia novio, pareja, ""chongo o filito""";Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante;3
2020-10-01T16:02:02Z;Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de salud;44;Nacional;1;Analista;Full time;Administración de personal;44;1;1;1;37000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;2000;Abril;No;Tango;Recursos Humanos;No, está prohibido;No;0;200;3;Sí, activamente;Flexibilidad horaria;Comunicacion;Porque te recibiste tan joven;No;No estoy trabajando en home office;3
2020-10-01T16:08:57Z;Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Argentina;San Juan;Relación de Dependencia;"Textiles; vestido; cuero; calzado";270;Multinacional;2;Jefe;Full time;Todo lo anterior;1;7;5;10;93000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos;Menos de un sueldo;1 solo;16;Abril;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0.2;494;3;No,  pero escucho ofertas;NA;Vacaciones extendidas;NA;No;No me enviaron ni reintegraron nada;3
2020-10-01T16:11:46Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Uruguay;NA;Relación de Dependencia;Comercio;45;Nacional;2;Responsable;Full time;Administración de personal, compensaciones, comunicación interna, diseño organizacional, generalista, reclutamiento y selección;0;1.5;1.5;1.5;55000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;15;Agosto;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T16:14:51Z;Femenino;No;34;No tengo ninguna discapacidad;Maestría en curso;Psicología;Universidad Privada;Bolivia;NA;Relación de Dependencia;Servicios profesionales;800;Multinacional;6;Jefe;Full time;Reclutamiento y selección;2;4;4;10;8000;Medicina prepaga / Plan de salud, Reintegros en capacitación, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Enlatado propio;People;Si, está permitido;No;0.1;300;2;Sí, activamente;NA;Socio;Si me seleccionan cuánto te tengo que pagar?;Si;No me enviaron ni reintegraron nada;1
2020-10-01T16:47:57Z;Masculino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";500;Nacional;10;Analista;Full time;Payroll / Liquidación de sueldos;0;3;5;8;70000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;7.3;Enero;No;calipso;Recursos Humanos;Si, está permitido;No;NA;500;3;No estoy buscando cambiar;gimnasio;NA;NA;NA;NA;NA
2020-10-01T16:58:16Z;Masculino;No;30;No tengo ninguna discapacidad;Maestría en curso;Contador Público;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";150;Nacional;4;Responsable;Full time;Payroll / Liquidación de sueldos;3;3;2;2;66266;Horarios flexibles, Combustible, cochera cubierta, descuento en seguro automotor;No recibo bono;1 solo;40;Agosto;No;BFG;Oficina de Personal;Si, está permitido;No;0;330;3;Sí, activamente;flexibilidad horaria, capacitación continua, desarrollo profesional (en diversos puestos), cobertura matricula CPCE, cobertura medica, almuerzo en planta, etc;potenciador;"en una entrevista telefonica para una vacante en ""importante empresa"", me preguntaron porque queria saber el nombre de la empresa. es simple, si no me gusta la empresa (despues de indagar en glassdoor o ar.indeed) no me presentaria ni enviaria los datos. Es bueno para las 2 partes (ambos no perderiamos tiempo).";Voy rotando entre la oficina y el trabajo;Computadora / Laptop;2
2020-10-01T17:13:42Z;Femenino;No;23;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;6500;Nacional;60;Analista;Full time;Generalista;0;5;2;3;54000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Préstamos, Comedor / Almuerzos;No recibo bono;1 solo;15;Septiembre;No;SAP / SuccessFactors;Capital Humano;Si, está permitido;No;0;2160;3;Sí, activamente;"Internet subvencionado por home office; bonos por objetivos;";Experiencia;Ninguna;Si;Computadora / Laptop;3
2020-10-01T17:24:42Z;Masculino;No;46;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;San Juan;Relación de Dependencia;Construcción;250;Nacional;2;Administrativo;Full time;Administración de personal;0;15;12;18;65000;Horarios flexibles;No recibo bono;1 solo;15;Febrero;No;Tango;Recursos Humanos;Si, está permitido;No;0;40;4;No estoy buscando cambiar;NA;Personas;NA;NA;NA;NA
2020-10-01T17:29:33Z;Femenino;No;47;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;460;Nacional;4;Gerente;Full time;Generalista;3;25;5;12;190000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Posgrados, Home office, Comedor / Almuerzos;Dos sueldos;1 solo;15;Mayo;No;Bejerman;Recursos Humanos;Si, está permitido;No;NA;680;3;No,  pero escucho ofertas;Horario flex home office;Contencion;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4
2020-10-01T17:54:54Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de salud;7;Nacional;1;Jefe;Part time;Administración de personal;5;0;1;1;36500;Horarios flexibles, Seguro de vida (adicionales a los de ley), Posgrados, Reintegros en capacitación, Home office;No recibo bono;1 solo;5;Julio;No;No tenemos sistema de gestión;administracion general;No, está prohibido;No;0;0;5;No,  pero escucho ofertas;ESTOY CONFORME;gestionar;Sos sexualmente activa?;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4
2020-10-01T18:01:28Z;Femenino;No;22;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;100;Nacional;2;Jefe;Full time;Administración de personal;95;1;1;3;45000;Frutas y snacks, Abono de celular, Home office;Menos de un sueldo;1 solo;20;Enero;Si, en emprendimiento relacionado con RRHH;Microsoft Dynamics;Recursos Humanos;Si, está permitido;No;0;17000;3;No,  pero escucho ofertas;Home Office post cuarentena;Humanidad;¿ Te gusta salir?;Si;Computadora / Laptop, Abono de celular;3
